year,month,nationality,visa_class,issuances,source_file
2023,1,*Non-Nationality Based Issuances,B1/B2,116,2023-01_dos_niv_nationality_visa_class.xlsx
2023,1,*Non-Nationality Based Issuances,C1,1,2023-01_dos_niv_nationality_visa_class.xlsx
2023,1,*Non-Nationality Based Issuances,C1/D,33,2023-01_dos_niv_nationality_visa_class.xlsx
2023,1,*Non-Nationality Based Issuances,F1,3,2023-01_dos_niv_nationality_visa_class.xlsx
2023,1,*Non-Nationality Based Issuances,G4,8,2023-01_dos_niv_nationality_visa_class.xlsx
2023,1,*Non-Nationality Based Issuances,J1,3,2023-01_dos_niv_nationality_visa_class.xlsx
2023,1,*Non-Nationality Based Issuances,K1,2,2023-01_dos_niv_nationality_visa_class.xlsx
2023,1,*Non-Nationality Based Issuances,L1,1,2023-01_dos_niv_nationality_visa_class.xlsx
2023,1,Afghanistan,B1/B2,141,2023-01_dos_niv_nationality_visa_class.xlsx
2023,1,Afghanistan,F1,23,2023-01_dos_niv_nationality_visa_class.xlsx
2023,1,Afghanistan,F2,4,2023-01_dos_niv_nationality_visa_class.xlsx
2023,1,Afghanistan,G4,25,2023-01_dos_niv_nationality_visa_class.xlsx
2023,1,Afghanistan,H1B,2,2023-01_dos_niv_nationality_visa_class.xlsx
2023,1,Afghanistan,H4,9,2023-01_dos_niv_nationality_visa_class.xlsx
2023,1,Afghanistan,J1,10,2023-01_dos_niv_nationality_visa_class.xlsx
2023,1,Afghanistan,J2,8,2023-01_dos_niv_nationality_visa_class.xlsx
2023,1,Afghanistan,K1,20,2023-01_dos_niv_nationality_visa_class.xlsx
2023,1,Afghanistan,O1,1,2023-01_dos_niv_nationality_visa_class.xlsx
2023,1,Afghanistan,O3,3,2023-01_dos_niv_nationality_visa_class.xlsx
2023,1,Albania,A2,4,2023-01_dos_niv_nationality_visa_class.xlsx
2023,1,Albania,B1/B2,4365,2023-01_dos_niv_nationality_visa_class.xlsx
2023,1,Albania,C1/D,18,2023-01_dos_niv_nationality_visa_class.xlsx
2023,1,Albania,E2,1,2023-01_dos_niv_nationality_visa_class.xlsx
2023,1,Albania,F1,27,2023-01_dos_niv_nationality_visa_class.xlsx
2023,1,Albania,G1,1,2023-01_dos_niv_nationality_visa_class.xlsx
2023,1,Albania,G4,3,2023-01_dos_niv_nationality_visa_class.xlsx
2023,1,Albania,G5,1,2023-01_dos_niv_nationality_visa_class.xlsx
2023,1,Albania,I,2,2023-01_dos_niv_nationality_visa_class.xlsx
2023,1,Albania,J1,9,2023-01_dos_niv_nationality_visa_class.xlsx
2023,1,Albania,J2,3,2023-01_dos_niv_nationality_visa_class.xlsx
2023,1,Albania,K1,1,2023-01_dos_niv_nationality_visa_class.xlsx
2023,1,Albania,L1,4,2023-01_dos_niv_nationality_visa_class.xlsx
2023,1,Albania,L2,1,2023-01_dos_niv_nationality_visa_class.xlsx
2023,1,Albania,NATO2,5,2023-01_dos_niv_nationality_visa_class.xlsx
2023,1,Albania,O1,1,2023-01_dos_niv_nationality_visa_class.xlsx
2023,1,Albania,P3,5,2023-01_dos_niv_nationality_visa_class.xlsx
2023,1,Algeria,A2,11,2023-01_dos_niv_nationality_visa_class.xlsx
2023,1,Algeria,B1/B2,1732,2023-01_dos_niv_nationality_visa_class.xlsx
2023,1,Algeria,C1,1,2023-01_dos_niv_nationality_visa_class.xlsx
2023,1,Algeria,D,2,2023-01_dos_niv_nationality_visa_class.xlsx
2023,1,Algeria,F1,35,2023-01_dos_niv_nationality_visa_class.xlsx
2023,1,Algeria,F2,2,2023-01_dos_niv_nationality_visa_class.xlsx
2023,1,Algeria,G1,1,2023-01_dos_niv_nationality_visa_class.xlsx
2023,1,Algeria,G2,1,2023-01_dos_niv_nationality_visa_class.xlsx
2023,1,Algeria,G4,2,2023-01_dos_niv_nationality_visa_class.xlsx
2023,1,Algeria,H1B,2,2023-01_dos_niv_nationality_visa_class.xlsx
2023,1,Algeria,H4,2,2023-01_dos_niv_nationality_visa_class.xlsx
2023,1,Algeria,I,1,2023-01_dos_niv_nationality_visa_class.xlsx
2023,1,Algeria,J1,5,2023-01_dos_niv_nationality_visa_class.xlsx
2023,1,Algeria,L1,3,2023-01_dos_niv_nationality_visa_class.xlsx
2023,1,Algeria,L2,5,2023-01_dos_niv_nationality_visa_class.xlsx
2023,1,Algeria,TD,1,2023-01_dos_niv_nationality_visa_class.xlsx
2023,1,Angola,A2,7,2023-01_dos_niv_nationality_visa_class.xlsx
2023,1,Angola,B1,1,2023-01_dos_niv_nationality_visa_class.xlsx
2023,1,Angola,B1/B2,302,2023-01_dos_niv_nationality_visa_class.xlsx
2023,1,Angola,B2,13,2023-01_dos_niv_nationality_visa_class.xlsx
2023,1,Angola,C1/D,11,2023-01_dos_niv_nationality_visa_class.xlsx
2023,1,Angola,F1,26,2023-01_dos_niv_nationality_visa_class.xlsx
2023,1,Angola,F2,4,2023-01_dos_niv_nationality_visa_class.xlsx
