year,month,nationality,visa_class,issuances,source_file
2024,6,*Non-Nationality Based Issuances,B1,2,2024-06_dos_niv_nationality_visa_class.xlsx
2024,6,*Non-Nationality Based Issuances,B1/B2,114,2024-06_dos_niv_nationality_visa_class.xlsx
2024,6,*Non-Nationality Based Issuances,B2,4,2024-06_dos_niv_nationality_visa_class.xlsx
2024,6,*Non-Nationality Based Issuances,C1/D,19,2024-06_dos_niv_nationality_visa_class.xlsx
2024,6,*Non-Nationality Based Issuances,F1,16,2024-06_dos_niv_nationality_visa_class.xlsx
2024,6,*Non-Nationality Based Issuances,G4,1,2024-06_dos_niv_nationality_visa_class.xlsx
2024,6,*Non-Nationality Based Issuances,H1B,1,2024-06_dos_niv_nationality_visa_class.xlsx
2024,6,*Non-Nationality Based Issuances,H4,1,2024-06_dos_niv_nationality_visa_class.xlsx
2024,6,*Non-Nationality Based Issuances,I,2,2024-06_dos_niv_nationality_visa_class.xlsx
2024,6,*Non-Nationality Based Issuances,J1,3,2024-06_dos_niv_nationality_visa_class.xlsx
2024,6,*Non-Nationality Based Issuances,K1,4,2024-06_dos_niv_nationality_visa_class.xlsx
2024,6,*Non-Nationality Based Issuances,R1,1,2024-06_dos_niv_nationality_visa_class.xlsx
2024,6,Afghanistan,B1,1,2024-06_dos_niv_nationality_visa_class.xlsx
2024,6,Afghanistan,B1/B2,160,2024-06_dos_niv_nationality_visa_class.xlsx
2024,6,Afghanistan,E2,1,2024-06_dos_niv_nationality_visa_class.xlsx
2024,6,Afghanistan,F1,41,2024-06_dos_niv_nationality_visa_class.xlsx
2024,6,Afghanistan,F2,2,2024-06_dos_niv_nationality_visa_class.xlsx
2024,6,Afghanistan,G4,9,2024-06_dos_niv_nationality_visa_class.xlsx
2024,6,Afghanistan,H1B,1,2024-06_dos_niv_nationality_visa_class.xlsx
2024,6,Afghanistan,H4,2,2024-06_dos_niv_nationality_visa_class.xlsx
2024,6,Afghanistan,J1,5,2024-06_dos_niv_nationality_visa_class.xlsx
2024,6,Afghanistan,K1,13,2024-06_dos_niv_nationality_visa_class.xlsx
2024,6,Afghanistan,L1,1,2024-06_dos_niv_nationality_visa_class.xlsx
2024,6,Afghanistan,P1,3,2024-06_dos_niv_nationality_visa_class.xlsx
2024,6,Afghanistan,P4,1,2024-06_dos_niv_nationality_visa_class.xlsx
2024,6,Albania,A1,3,2024-06_dos_niv_nationality_visa_class.xlsx
2024,6,Albania,A2,19,2024-06_dos_niv_nationality_visa_class.xlsx
2024,6,Albania,B1,1,2024-06_dos_niv_nationality_visa_class.xlsx
2024,6,Albania,B1/B2,1927,2024-06_dos_niv_nationality_visa_class.xlsx
2024,6,Albania,C1/D,10,2024-06_dos_niv_nationality_visa_class.xlsx
2024,6,Albania,E2,1,2024-06_dos_niv_nationality_visa_class.xlsx
2024,6,Albania,F1,92,2024-06_dos_niv_nationality_visa_class.xlsx
2024,6,Albania,G4,8,2024-06_dos_niv_nationality_visa_class.xlsx
2024,6,Albania,H1B,1,2024-06_dos_niv_nationality_visa_class.xlsx
2024,6,Albania,H4,2,2024-06_dos_niv_nationality_visa_class.xlsx
2024,6,Albania,J1,94,2024-06_dos_niv_nationality_visa_class.xlsx
2024,6,Albania,K1,9,2024-06_dos_niv_nationality_visa_class.xlsx
2024,6,Albania,L1,1,2024-06_dos_niv_nationality_visa_class.xlsx
2024,6,Albania,NATO2,6,2024-06_dos_niv_nationality_visa_class.xlsx
2024,6,Albania,U2,1,2024-06_dos_niv_nationality_visa_class.xlsx
2024,6,Algeria,A1,20,2024-06_dos_niv_nationality_visa_class.xlsx
2024,6,Algeria,A2,8,2024-06_dos_niv_nationality_visa_class.xlsx
2024,6,Algeria,B1/B2,1234,2024-06_dos_niv_nationality_visa_class.xlsx
2024,6,Algeria,B2,5,2024-06_dos_niv_nationality_visa_class.xlsx
2024,6,Algeria,C1,3,2024-06_dos_niv_nationality_visa_class.xlsx
2024,6,Algeria,D,11,2024-06_dos_niv_nationality_visa_class.xlsx
2024,6,Algeria,F1,30,2024-06_dos_niv_nationality_visa_class.xlsx
2024,6,Algeria,F2,1,2024-06_dos_niv_nationality_visa_class.xlsx
2024,6,Algeria,G1,1,2024-06_dos_niv_nationality_visa_class.xlsx
2024,6,Algeria,G2,10,2024-06_dos_niv_nationality_visa_class.xlsx
2024,6,Algeria,G4,1,2024-06_dos_niv_nationality_visa_class.xlsx
2024,6,Algeria,H1B,2,2024-06_dos_niv_nationality_visa_class.xlsx
2024,6,Algeria,H4,2,2024-06_dos_niv_nationality_visa_class.xlsx
2024,6,Algeria,I,2,2024-06_dos_niv_nationality_visa_class.xlsx
2024,6,Algeria,J1,57,2024-06_dos_niv_nationality_visa_class.xlsx
2024,6,Algeria,J2,4,2024-06_dos_niv_nationality_visa_class.xlsx
2024,6,Algeria,K1,8,2024-06_dos_niv_nationality_visa_class.xlsx
2024,6,Algeria,O1,1,2024-06_dos_niv_nationality_visa_class.xlsx
2024,6,Algeria,O3,4,2024-06_dos_niv_nationality_visa_class.xlsx
2024,6,Algeria,P3,1,2024-06_dos_niv_nationality_visa_class.xlsx
2024,6,Andorra,B1/B2,1,2024-06_dos_niv_nationality_visa_class.xlsx
2024,6,Andorra,F1,4,2024-06_dos_niv_nationality_visa_class.xlsx
2024,6,Andorra,J1,4,2024-06_dos_niv_nationality_visa_class.xlsx
2024,6,Angola,A1,10,2024-06_dos_niv_nationality_visa_class.xlsx
2024,6,Angola,A2,28,2024-06_dos_niv_nationality_visa_class.xlsx
2024,6,Angola,B1,1,2024-06_dos_niv_nationality_visa_class.xlsx
2024,6,Angola,B1/B2,443,2024-06_dos_niv_nationality_visa_class.xlsx
2024,6,Angola,C1/D,11,2024-06_dos_niv_nationality_visa_class.xlsx
2024,6,Angola,F1,34,2024-06_dos_niv_nationality_visa_class.xlsx
2024,6,Angola,G1,4,2024-06_dos_niv_nationality_visa_class.xlsx
