year,month,nationality,visa_class,issuances,source_file
2023,4,*Non-Nationality Based Issuances,B1/B2,133,2023-04_dos_niv_nationality_visa_class.xlsx
2023,4,*Non-Nationality Based Issuances,B2,2,2023-04_dos_niv_nationality_visa_class.xlsx
2023,4,*Non-Nationality Based Issuances,C1/D,21,2023-04_dos_niv_nationality_visa_class.xlsx
2023,4,*Non-Nationality Based Issuances,F1,3,2023-04_dos_niv_nationality_visa_class.xlsx
2023,4,*Non-Nationality Based Issuances,F2,2,2023-04_dos_niv_nationality_visa_class.xlsx
2023,4,*Non-Nationality Based Issuances,G4,1,2023-04_dos_niv_nationality_visa_class.xlsx
2023,4,*Non-Nationality Based Issuances,H3,1,2023-04_dos_niv_nationality_visa_class.xlsx
2023,4,*Non-Nationality Based Issuances,K1,3,2023-04_dos_niv_nationality_visa_class.xlsx
2023,4,*Non-Nationality Based Issuances,R1,1,2023-04_dos_niv_nationality_visa_class.xlsx
2023,4,Afghanistan,B1/B2,121,2023-04_dos_niv_nationality_visa_class.xlsx
2023,4,Afghanistan,C1/D,1,2023-04_dos_niv_nationality_visa_class.xlsx
2023,4,Afghanistan,E2,1,2023-04_dos_niv_nationality_visa_class.xlsx
2023,4,Afghanistan,F1,6,2023-04_dos_niv_nationality_visa_class.xlsx
2023,4,Afghanistan,F2,2,2023-04_dos_niv_nationality_visa_class.xlsx
2023,4,Afghanistan,G4,27,2023-04_dos_niv_nationality_visa_class.xlsx
2023,4,Afghanistan,H4,1,2023-04_dos_niv_nationality_visa_class.xlsx
2023,4,Afghanistan,J1,2,2023-04_dos_niv_nationality_visa_class.xlsx
2023,4,Afghanistan,J2,6,2023-04_dos_niv_nationality_visa_class.xlsx
2023,4,Afghanistan,K1,8,2023-04_dos_niv_nationality_visa_class.xlsx
2023,4,Albania,A1,1,2023-04_dos_niv_nationality_visa_class.xlsx
2023,4,Albania,A2,17,2023-04_dos_niv_nationality_visa_class.xlsx
2023,4,Albania,B1,1,2023-04_dos_niv_nationality_visa_class.xlsx
2023,4,Albania,B1/B2,1091,2023-04_dos_niv_nationality_visa_class.xlsx
2023,4,Albania,C1/D,10,2023-04_dos_niv_nationality_visa_class.xlsx
2023,4,Albania,E2,6,2023-04_dos_niv_nationality_visa_class.xlsx
2023,4,Albania,F1,5,2023-04_dos_niv_nationality_visa_class.xlsx
2023,4,Albania,G2,6,2023-04_dos_niv_nationality_visa_class.xlsx
2023,4,Albania,G4,1,2023-04_dos_niv_nationality_visa_class.xlsx
2023,4,Albania,H1B,2,2023-04_dos_niv_nationality_visa_class.xlsx
2023,4,Albania,J1,306,2023-04_dos_niv_nationality_visa_class.xlsx
2023,4,Albania,J2,3,2023-04_dos_niv_nationality_visa_class.xlsx
2023,4,Albania,K1,9,2023-04_dos_niv_nationality_visa_class.xlsx
2023,4,Albania,NATO2,9,2023-04_dos_niv_nationality_visa_class.xlsx
2023,4,Albania,NATO4,1,2023-04_dos_niv_nationality_visa_class.xlsx
2023,4,Albania,O1,1,2023-04_dos_niv_nationality_visa_class.xlsx
2023,4,Albania,O3,3,2023-04_dos_niv_nationality_visa_class.xlsx
2023,4,Albania,P3,3,2023-04_dos_niv_nationality_visa_class.xlsx
2023,4,Algeria,A1,2,2023-04_dos_niv_nationality_visa_class.xlsx
2023,4,Algeria,A2,12,2023-04_dos_niv_nationality_visa_class.xlsx
2023,4,Algeria,B1,1,2023-04_dos_niv_nationality_visa_class.xlsx
2023,4,Algeria,B1/B2,1278,2023-04_dos_niv_nationality_visa_class.xlsx
2023,4,Algeria,C1,8,2023-04_dos_niv_nationality_visa_class.xlsx
2023,4,Algeria,D,19,2023-04_dos_niv_nationality_visa_class.xlsx
2023,4,Algeria,F1,7,2023-04_dos_niv_nationality_visa_class.xlsx
2023,4,Algeria,F2,1,2023-04_dos_niv_nationality_visa_class.xlsx
2023,4,Algeria,G1,5,2023-04_dos_niv_nationality_visa_class.xlsx
2023,4,Algeria,G2,5,2023-04_dos_niv_nationality_visa_class.xlsx
2023,4,Algeria,G4,9,2023-04_dos_niv_nationality_visa_class.xlsx
2023,4,Algeria,H1B,4,2023-04_dos_niv_nationality_visa_class.xlsx
2023,4,Algeria,I,4,2023-04_dos_niv_nationality_visa_class.xlsx
2023,4,Algeria,J1,12,2023-04_dos_niv_nationality_visa_class.xlsx
2023,4,Algeria,J2,5,2023-04_dos_niv_nationality_visa_class.xlsx
2023,4,Algeria,K1,8,2023-04_dos_niv_nationality_visa_class.xlsx
2023,4,Algeria,L1,1,2023-04_dos_niv_nationality_visa_class.xlsx
2023,4,Algeria,L2,4,2023-04_dos_niv_nationality_visa_class.xlsx
2023,4,Andorra,F1,2,2023-04_dos_niv_nationality_visa_class.xlsx
2023,4,Andorra,J1,2,2023-04_dos_niv_nationality_visa_class.xlsx
2023,4,Angola,A1,7,2023-04_dos_niv_nationality_visa_class.xlsx
2023,4,Angola,A2,15,2023-04_dos_niv_nationality_visa_class.xlsx
2023,4,Angola,B1,1,2023-04_dos_niv_nationality_visa_class.xlsx
2023,4,Angola,B1/B2,336,2023-04_dos_niv_nationality_visa_class.xlsx
2023,4,Angola,B2,32,2023-04_dos_niv_nationality_visa_class.xlsx
2023,4,Angola,C1,1,2023-04_dos_niv_nationality_visa_class.xlsx
2023,4,Angola,C1/D,12,2023-04_dos_niv_nationality_visa_class.xlsx
2023,4,Angola,F1,25,2023-04_dos_niv_nationality_visa_class.xlsx
2023,4,Angola,G2,1,2023-04_dos_niv_nationality_visa_class.xlsx
2023,4,Angola,I,1,2023-04_dos_niv_nationality_visa_class.xlsx
2023,4,Angola,J1,1,2023-04_dos_niv_nationality_visa_class.xlsx
2023,4,Angola,L1,2,2023-04_dos_niv_nationality_visa_class.xlsx
2023,4,Angola,L2,2,2023-04_dos_niv_nationality_visa_class.xlsx
2023,4,Antigua and Barbuda,A2,2,2023-04_dos_niv_nationality_visa_class.xlsx
2023,4,Antigua and Barbuda,B1/B2,322,2023-04_dos_niv_nationality_visa_class.xlsx
2023,4,Antigua and Barbuda,G1,1,2023-04_dos_niv_nationality_visa_class.xlsx
2023,4,Antigua and Barbuda,G2,1,2023-04_dos_niv_nationality_visa_class.xlsx
2023,4,Antigua and Barbuda,G4,1,2023-04_dos_niv_nationality_visa_class.xlsx
2023,4,Antigua and Barbuda,H1B,1,2023-04_dos_niv_nationality_visa_class.xlsx
2023,4,Antigua and Barbuda,H2B,5,2023-04_dos_niv_nationality_visa_class.xlsx
2023,4,Antigua and Barbuda,J1,2,2023-04_dos_niv_nationality_visa_class.xlsx
2023,4,Antigua and Barbuda,K1,1,2023-04_dos_niv_nationality_visa_class.xlsx
2023,4,Argentina,A1,3,2023-04_dos_niv_nationality_visa_class.xlsx
2023,4,Argentina,A2,46,2023-04_dos_niv_nationality_visa_class.xlsx
2023,4,Argentina,B1,7,2023-04_dos_niv_nationality_visa_class.xlsx
2023,4,Argentina,B1/B2,23929,2023-04_dos_niv_nationality_visa_class.xlsx
2023,4,Argentina,C1,15,2023-04_dos_niv_nationality_visa_class.xlsx
2023,4,Argentina,C1/D,99,2023-04_dos_niv_nationality_visa_class.xlsx
2023,4,Argentina,C3,5,2023-04_dos_niv_nationality_visa_class.xlsx
2023,4,Argentina,E1,9,2023-04_dos_niv_nationality_visa_class.xlsx
2023,4,Argentina,E2,78,2023-04_dos_niv_nationality_visa_class.xlsx
2023,4,Argentina,F1,88,2023-04_dos_niv_nationality_visa_class.xlsx
2023,4,Argentina,F2,12,2023-04_dos_niv_nationality_visa_class.xlsx
2023,4,Argentina,G2,8,2023-04_dos_niv_nationality_visa_class.xlsx
2023,4,Argentina,G4,35,2023-04_dos_niv_nationality_visa_class.xlsx
2023,4,Argentina,H1B,19,2023-04_dos_niv_nationality_visa_class.xlsx
2023,4,Argentina,H2A,12,2023-04_dos_niv_nationality_visa_class.xlsx
2023,4,Argentina,H2B,11,2023-04_dos_niv_nationality_visa_class.xlsx
2023,4,Argentina,H3,9,2023-04_dos_niv_nationality_visa_class.xlsx
2023,4,Argentina,H4,12,2023-04_dos_niv_nationality_visa_class.xlsx
2023,4,Argentina,I,13,2023-04_dos_niv_nationality_visa_class.xlsx
2023,4,Argentina,J1,289,2023-04_dos_niv_nationality_visa_class.xlsx
2023,4,Argentina,J2,9,2023-04_dos_niv_nationality_visa_class.xlsx
2023,4,Argentina,K1,2,2023-04_dos_niv_nationality_visa_class.xlsx
2023,4,Argentina,L1,47,2023-04_dos_niv_nationality_visa_class.xlsx
