year,month,nationality,visa_class,issuances,source_file
2024,11,*Non-Nationality Based Issuances,B1/B2,140,2024-11_dos_niv_nationality_visa_class.xlsx
2024,11,*Non-Nationality Based Issuances,B2,1,2024-11_dos_niv_nationality_visa_class.xlsx
2024,11,*Non-Nationality Based Issuances,C1/D,13,2024-11_dos_niv_nationality_visa_class.xlsx
2024,11,*Non-Nationality Based Issuances,F1,2,2024-11_dos_niv_nationality_visa_class.xlsx
2024,11,*Non-Nationality Based Issuances,G4,6,2024-11_dos_niv_nationality_visa_class.xlsx
2024,11,*Non-Nationality Based Issuances,H1B,1,2024-11_dos_niv_nationality_visa_class.xlsx
2024,11,*Non-Nationality Based Issuances,J1,1,2024-11_dos_niv_nationality_visa_class.xlsx
2024,11,*Non-Nationality Based Issuances,K1,3,2024-11_dos_niv_nationality_visa_class.xlsx
2024,11,*Non-Nationality Based Issuances,O1,1,2024-11_dos_niv_nationality_visa_class.xlsx
2024,11,*Non-Nationality Based Issuances,R1,5,2024-11_dos_niv_nationality_visa_class.xlsx
2024,11,Afghanistan,B1,1,2024-11_dos_niv_nationality_visa_class.xlsx
2024,11,Afghanistan,B1/B2,167,2024-11_dos_niv_nationality_visa_class.xlsx
2024,11,Afghanistan,B2,2,2024-11_dos_niv_nationality_visa_class.xlsx
2024,11,Afghanistan,F1,19,2024-11_dos_niv_nationality_visa_class.xlsx
2024,11,Afghanistan,F2,1,2024-11_dos_niv_nationality_visa_class.xlsx
2024,11,Afghanistan,G4,9,2024-11_dos_niv_nationality_visa_class.xlsx
2024,11,Afghanistan,J1,1,2024-11_dos_niv_nationality_visa_class.xlsx
2024,11,Afghanistan,K1,15,2024-11_dos_niv_nationality_visa_class.xlsx
2024,11,Albania,A1,1,2024-11_dos_niv_nationality_visa_class.xlsx
2024,11,Albania,A2,14,2024-11_dos_niv_nationality_visa_class.xlsx
2024,11,Albania,B1,3,2024-11_dos_niv_nationality_visa_class.xlsx
2024,11,Albania,B1/B2,1555,2024-11_dos_niv_nationality_visa_class.xlsx
2024,11,Albania,B2,50,2024-11_dos_niv_nationality_visa_class.xlsx
2024,11,Albania,C1/D,7,2024-11_dos_niv_nationality_visa_class.xlsx
2024,11,Albania,E2,2,2024-11_dos_niv_nationality_visa_class.xlsx
2024,11,Albania,F1,14,2024-11_dos_niv_nationality_visa_class.xlsx
2024,11,Albania,G1,2,2024-11_dos_niv_nationality_visa_class.xlsx
2024,11,Albania,G2,1,2024-11_dos_niv_nationality_visa_class.xlsx
2024,11,Albania,G4,1,2024-11_dos_niv_nationality_visa_class.xlsx
2024,11,Albania,H1B,4,2024-11_dos_niv_nationality_visa_class.xlsx
2024,11,Albania,H4,1,2024-11_dos_niv_nationality_visa_class.xlsx
2024,11,Albania,J1,1,2024-11_dos_niv_nationality_visa_class.xlsx
2024,11,Albania,K1,11,2024-11_dos_niv_nationality_visa_class.xlsx
2024,11,Albania,K2,1,2024-11_dos_niv_nationality_visa_class.xlsx
2024,11,Albania,L1,3,2024-11_dos_niv_nationality_visa_class.xlsx
2024,11,Albania,L2,1,2024-11_dos_niv_nationality_visa_class.xlsx
2024,11,Albania,NATO2,6,2024-11_dos_niv_nationality_visa_class.xlsx
2024,11,Albania,NATO6,1,2024-11_dos_niv_nationality_visa_class.xlsx
2024,11,Albania,P3,10,2024-11_dos_niv_nationality_visa_class.xlsx
2024,11,Algeria,A1,1,2024-11_dos_niv_nationality_visa_class.xlsx
2024,11,Algeria,A2,9,2024-11_dos_niv_nationality_visa_class.xlsx
2024,11,Algeria,B1,1,2024-11_dos_niv_nationality_visa_class.xlsx
2024,11,Algeria,B1/B2,1444,2024-11_dos_niv_nationality_visa_class.xlsx
2024,11,Algeria,B2,22,2024-11_dos_niv_nationality_visa_class.xlsx
2024,11,Algeria,C1,3,2024-11_dos_niv_nationality_visa_class.xlsx
2024,11,Algeria,C1/D,1,2024-11_dos_niv_nationality_visa_class.xlsx
2024,11,Algeria,D,9,2024-11_dos_niv_nationality_visa_class.xlsx
2024,11,Algeria,E2,1,2024-11_dos_niv_nationality_visa_class.xlsx
2024,11,Algeria,F1,33,2024-11_dos_niv_nationality_visa_class.xlsx
2024,11,Algeria,G2,1,2024-11_dos_niv_nationality_visa_class.xlsx
2024,11,Algeria,G4,2,2024-11_dos_niv_nationality_visa_class.xlsx
2024,11,Algeria,H1B,2,2024-11_dos_niv_nationality_visa_class.xlsx
2024,11,Algeria,H4,4,2024-11_dos_niv_nationality_visa_class.xlsx
2024,11,Algeria,J1,23,2024-11_dos_niv_nationality_visa_class.xlsx
2024,11,Algeria,J2,2,2024-11_dos_niv_nationality_visa_class.xlsx
2024,11,Algeria,K1,11,2024-11_dos_niv_nationality_visa_class.xlsx
2024,11,Algeria,L1,1,2024-11_dos_niv_nationality_visa_class.xlsx
2024,11,Andorra,J1,2,2024-11_dos_niv_nationality_visa_class.xlsx
2024,11,Angola,A1,1,2024-11_dos_niv_nationality_visa_class.xlsx
