year,month,nationality,visa_class,issuances,source_file
2023,3,*Non-Nationality Based Issuances,A2,1,2023-03_dos_niv_nationality_visa_class.xlsx
2023,3,*Non-Nationality Based Issuances,B1/B2,135,2023-03_dos_niv_nationality_visa_class.xlsx
2023,3,*Non-Nationality Based Issuances,B2,1,2023-03_dos_niv_nationality_visa_class.xlsx
2023,3,*Non-Nationality Based Issuances,C1/D,19,2023-03_dos_niv_nationality_visa_class.xlsx
2023,3,*Non-Nationality Based Issuances,F1,2,2023-03_dos_niv_nationality_visa_class.xlsx
2023,3,*Non-Nationality Based Issuances,G4,3,2023-03_dos_niv_nationality_visa_class.xlsx
2023,3,*Non-Nationality Based Issuances,J1,4,2023-03_dos_niv_nationality_visa_class.xlsx
2023,3,*Non-Nationality Based Issuances,K1,2,2023-03_dos_niv_nationality_visa_class.xlsx
2023,3,*Non-Nationality Based Issuances,L1,1,2023-03_dos_niv_nationality_visa_class.xlsx
2023,3,*Non-Nationality Based Issuances,M1,1,2023-03_dos_niv_nationality_visa_class.xlsx
2023,3,*Non-Nationality Based Issuances,O1,1,2023-03_dos_niv_nationality_visa_class.xlsx
2023,3,*Non-Nationality Based Issuances,P1,1,2023-03_dos_niv_nationality_visa_class.xlsx
2023,3,Afghanistan,B1,1,2023-03_dos_niv_nationality_visa_class.xlsx
2023,3,Afghanistan,B1/B2,177,2023-03_dos_niv_nationality_visa_class.xlsx
2023,3,Afghanistan,C2,1,2023-03_dos_niv_nationality_visa_class.xlsx
2023,3,Afghanistan,D,1,2023-03_dos_niv_nationality_visa_class.xlsx
2023,3,Afghanistan,F1,10,2023-03_dos_niv_nationality_visa_class.xlsx
2023,3,Afghanistan,F2,4,2023-03_dos_niv_nationality_visa_class.xlsx
2023,3,Afghanistan,G4,11,2023-03_dos_niv_nationality_visa_class.xlsx
2023,3,Afghanistan,H1B,1,2023-03_dos_niv_nationality_visa_class.xlsx
2023,3,Afghanistan,H4,1,2023-03_dos_niv_nationality_visa_class.xlsx
2023,3,Afghanistan,J1,8,2023-03_dos_niv_nationality_visa_class.xlsx
2023,3,Afghanistan,J2,17,2023-03_dos_niv_nationality_visa_class.xlsx
2023,3,Afghanistan,K1,19,2023-03_dos_niv_nationality_visa_class.xlsx
2023,3,Afghanistan,P3,1,2023-03_dos_niv_nationality_visa_class.xlsx
2023,3,Afghanistan,P4,2,2023-03_dos_niv_nationality_visa_class.xlsx
