year,month,nationality,visa_class,issuances,source_file
2024,3,*Non-Nationality Based Issuances,B1/B2,171,2024-03_dos_niv_nationality_visa_class.xlsx
2024,3,*Non-Nationality Based Issuances,C1/D,14,2024-03_dos_niv_nationality_visa_class.xlsx
2024,3,*Non-Nationality Based Issuances,F1,1,2024-03_dos_niv_nationality_visa_class.xlsx
2024,3,*Non-Nationality Based Issuances,G4,12,2024-03_dos_niv_nationality_visa_class.xlsx
2024,3,*Non-Nationality Based Issuances,J1,3,2024-03_dos_niv_nationality_visa_class.xlsx
2024,3,*Non-Nationality Based Issuances,K1,6,2024-03_dos_niv_nationality_visa_class.xlsx
2024,3,*Non-Nationality Based Issuances,P3,6,2024-03_dos_niv_nationality_visa_class.xlsx
2024,3,*Non-Nationality Based Issuances,R1,2,2024-03_dos_niv_nationality_visa_class.xlsx
2024,3,Afghanistan,B1,1,2024-03_dos_niv_nationality_visa_class.xlsx
2024,3,Afghanistan,B1/B2,139,2024-03_dos_niv_nationality_visa_class.xlsx
2024,3,Afghanistan,C2,3,2024-03_dos_niv_nationality_visa_class.xlsx
2024,3,Afghanistan,F1,7,2024-03_dos_niv_nationality_visa_class.xlsx
2024,3,Afghanistan,F2,1,2024-03_dos_niv_nationality_visa_class.xlsx
2024,3,Afghanistan,G4,16,2024-03_dos_niv_nationality_visa_class.xlsx
2024,3,Afghanistan,J1,3,2024-03_dos_niv_nationality_visa_class.xlsx
2024,3,Afghanistan,K1,7,2024-03_dos_niv_nationality_visa_class.xlsx
2024,3,Afghanistan,L1,1,2024-03_dos_niv_nationality_visa_class.xlsx
2024,3,Afghanistan,O1,1,2024-03_dos_niv_nationality_visa_class.xlsx
2024,3,Afghanistan,P4,1,2024-03_dos_niv_nationality_visa_class.xlsx
2024,3,Albania,A1,2,2024-03_dos_niv_nationality_visa_class.xlsx
2024,3,Albania,A2,18,2024-03_dos_niv_nationality_visa_class.xlsx
2024,3,Albania,B1/B2,2292,2024-03_dos_niv_nationality_visa_class.xlsx
2024,3,Albania,BBBCC,1,2024-03_dos_niv_nationality_visa_class.xlsx
2024,3,Albania,C1/D,9,2024-03_dos_niv_nationality_visa_class.xlsx
2024,3,Albania,F1,18,2024-03_dos_niv_nationality_visa_class.xlsx
2024,3,Albania,F2,3,2024-03_dos_niv_nationality_visa_class.xlsx
2024,3,Albania,G1,1,2024-03_dos_niv_nationality_visa_class.xlsx
2024,3,Albania,G2,2,2024-03_dos_niv_nationality_visa_class.xlsx
2024,3,Albania,G4,7,2024-03_dos_niv_nationality_visa_class.xlsx
2024,3,Albania,H1B,1,2024-03_dos_niv_nationality_visa_class.xlsx
2024,3,Albania,I,1,2024-03_dos_niv_nationality_visa_class.xlsx
2024,3,Albania,J1,24,2024-03_dos_niv_nationality_visa_class.xlsx
2024,3,Albania,K1,10,2024-03_dos_niv_nationality_visa_class.xlsx
2024,3,Albania,K2,1,2024-03_dos_niv_nationality_visa_class.xlsx
2024,3,Albania,L2,1,2024-03_dos_niv_nationality_visa_class.xlsx
2024,3,Albania,NATO2,10,2024-03_dos_niv_nationality_visa_class.xlsx
2024,3,Albania,P3,3,2024-03_dos_niv_nationality_visa_class.xlsx
2024,3,Albania,P4,2,2024-03_dos_niv_nationality_visa_class.xlsx
2024,3,Algeria,A1,4,2024-03_dos_niv_nationality_visa_class.xlsx
2024,3,Algeria,A2,9,2024-03_dos_niv_nationality_visa_class.xlsx
2024,3,Algeria,B1,3,2024-03_dos_niv_nationality_visa_class.xlsx
2024,3,Algeria,B1/B2,1661,2024-03_dos_niv_nationality_visa_class.xlsx
