year,month,nationality,visa_class,issuances,source_file
2023,6,*Non-Nationality Based Issuances,B1/B2,139,2023-06_dos_niv_nationality_visa_class.xlsx
2023,6,*Non-Nationality Based Issuances,C1,1,2023-06_dos_niv_nationality_visa_class.xlsx
2023,6,*Non-Nationality Based Issuances,C1/D,26,2023-06_dos_niv_nationality_visa_class.xlsx
2023,6,*Non-Nationality Based Issuances,F1,10,2023-06_dos_niv_nationality_visa_class.xlsx
2023,6,*Non-Nationality Based Issuances,G4,3,2023-06_dos_niv_nationality_visa_class.xlsx
2023,6,*Non-Nationality Based Issuances,H1B,2,2023-06_dos_niv_nationality_visa_class.xlsx
2023,6,*Non-Nationality Based Issuances,H4,4,2023-06_dos_niv_nationality_visa_class.xlsx
2023,6,*Non-Nationality Based Issuances,I,1,2023-06_dos_niv_nationality_visa_class.xlsx
2023,6,*Non-Nationality Based Issuances,J1,2,2023-06_dos_niv_nationality_visa_class.xlsx
2023,6,*Non-Nationality Based Issuances,J2,1,2023-06_dos_niv_nationality_visa_class.xlsx
2023,6,*Non-Nationality Based Issuances,K1,5,2023-06_dos_niv_nationality_visa_class.xlsx
2023,6,*Non-Nationality Based Issuances,L2,1,2023-06_dos_niv_nationality_visa_class.xlsx
2023,6,*Non-Nationality Based Issuances,R1,7,2023-06_dos_niv_nationality_visa_class.xlsx
2023,6,Afghanistan,B1/B2,132,2023-06_dos_niv_nationality_visa_class.xlsx
2023,6,Afghanistan,F1,35,2023-06_dos_niv_nationality_visa_class.xlsx
2023,6,Afghanistan,F2,1,2023-06_dos_niv_nationality_visa_class.xlsx
2023,6,Afghanistan,G4,15,2023-06_dos_niv_nationality_visa_class.xlsx
2023,6,Afghanistan,H1B,1,2023-06_dos_niv_nationality_visa_class.xlsx
2023,6,Afghanistan,H4,7,2023-06_dos_niv_nationality_visa_class.xlsx
2023,6,Afghanistan,J1,7,2023-06_dos_niv_nationality_visa_class.xlsx
2023,6,Afghanistan,J2,12,2023-06_dos_niv_nationality_visa_class.xlsx
2023,6,Afghanistan,K1,15,2023-06_dos_niv_nationality_visa_class.xlsx
2023,6,Afghanistan,L1,1,2023-06_dos_niv_nationality_visa_class.xlsx
2023,6,Afghanistan,P1,1,2023-06_dos_niv_nationality_visa_class.xlsx
2023,6,Albania,A1,1,2023-06_dos_niv_nationality_visa_class.xlsx
2023,6,Albania,A2,41,2023-06_dos_niv_nationality_visa_class.xlsx
2023,6,Albania,B1/B2,1663,2023-06_dos_niv_nationality_visa_class.xlsx
2023,6,Albania,B2,1,2023-06_dos_niv_nationality_visa_class.xlsx
2023,6,Albania,C1/D,8,2023-06_dos_niv_nationality_visa_class.xlsx
2023,6,Albania,F1,44,2023-06_dos_niv_nationality_visa_class.xlsx
2023,6,Albania,F2,5,2023-06_dos_niv_nationality_visa_class.xlsx
2023,6,Albania,G4,3,2023-06_dos_niv_nationality_visa_class.xlsx
2023,6,Albania,H1B,1,2023-06_dos_niv_nationality_visa_class.xlsx
2023,6,Albania,H4,1,2023-06_dos_niv_nationality_visa_class.xlsx
2023,6,Albania,I,1,2023-06_dos_niv_nationality_visa_class.xlsx
2023,6,Albania,J1,67,2023-06_dos_niv_nationality_visa_class.xlsx
2023,6,Albania,K1,14,2023-06_dos_niv_nationality_visa_class.xlsx
2023,6,Albania,K2,1,2023-06_dos_niv_nationality_visa_class.xlsx
2023,6,Albania,NATO2,2,2023-06_dos_niv_nationality_visa_class.xlsx
2023,6,Albania,P1,3,2023-06_dos_niv_nationality_visa_class.xlsx
2023,6,Albania,P3,1,2023-06_dos_niv_nationality_visa_class.xlsx
2023,6,Algeria,A1,23,2023-06_dos_niv_nationality_visa_class.xlsx
2023,6,Algeria,A2,13,2023-06_dos_niv_nationality_visa_class.xlsx
2023,6,Algeria,B1,1,2023-06_dos_niv_nationality_visa_class.xlsx
2023,6,Algeria,B1/B2,1657,2023-06_dos_niv_nationality_visa_class.xlsx
2023,6,Algeria,B2,2,2023-06_dos_niv_nationality_visa_class.xlsx
2023,6,Algeria,C1,4,2023-06_dos_niv_nationality_visa_class.xlsx
2023,6,Algeria,C1/D,1,2023-06_dos_niv_nationality_visa_class.xlsx
2023,6,Algeria,D,9,2023-06_dos_niv_nationality_visa_class.xlsx
2023,6,Algeria,F1,26,2023-06_dos_niv_nationality_visa_class.xlsx
2023,6,Algeria,F2,2,2023-06_dos_niv_nationality_visa_class.xlsx
2023,6,Algeria,G1,6,2023-06_dos_niv_nationality_visa_class.xlsx
2023,6,Algeria,G2,4,2023-06_dos_niv_nationality_visa_class.xlsx
2023,6,Algeria,G4,3,2023-06_dos_niv_nationality_visa_class.xlsx
2023,6,Algeria,J1,57,2023-06_dos_niv_nationality_visa_class.xlsx
2023,6,Algeria,J2,1,2023-06_dos_niv_nationality_visa_class.xlsx
2023,6,Algeria,K1,2,2023-06_dos_niv_nationality_visa_class.xlsx
2023,6,Algeria,L2,1,2023-06_dos_niv_nationality_visa_class.xlsx
2023,6,Algeria,M1,1,2023-06_dos_niv_nationality_visa_class.xlsx
2023,6,Algeria,O1,1,2023-06_dos_niv_nationality_visa_class.xlsx
2023,6,Algeria,TD,2,2023-06_dos_niv_nationality_visa_class.xlsx
2023,6,Andorra,B1/B2,1,2023-06_dos_niv_nationality_visa_class.xlsx
2023,6,Andorra,F1,2,2023-06_dos_niv_nationality_visa_class.xlsx
2023,6,Andorra,J1,1,2023-06_dos_niv_nationality_visa_class.xlsx
2023,6,Angola,A1,8,2023-06_dos_niv_nationality_visa_class.xlsx
2023,6,Angola,A2,12,2023-06_dos_niv_nationality_visa_class.xlsx
2023,6,Angola,B1/B2,247,2023-06_dos_niv_nationality_visa_class.xlsx
2023,6,Angola,B2,15,2023-06_dos_niv_nationality_visa_class.xlsx
2023,6,Angola,C1,1,2023-06_dos_niv_nationality_visa_class.xlsx
2023,6,Angola,C1/D,6,2023-06_dos_niv_nationality_visa_class.xlsx
2023,6,Angola,F1,26,2023-06_dos_niv_nationality_visa_class.xlsx
2023,6,Angola,F2,3,2023-06_dos_niv_nationality_visa_class.xlsx
2023,6,Angola,G1,4,2023-06_dos_niv_nationality_visa_class.xlsx
2023,6,Angola,G2,11,2023-06_dos_niv_nationality_visa_class.xlsx
2023,6,Angola,G4,1,2023-06_dos_niv_nationality_visa_class.xlsx
2023,6,Angola,H1B,1,2023-06_dos_niv_nationality_visa_class.xlsx
2023,6,Angola,J1,7,2023-06_dos_niv_nationality_visa_class.xlsx
2023,6,Angola,K1,1,2023-06_dos_niv_nationality_visa_class.xlsx
2023,6,Angola,L1,6,2023-06_dos_niv_nationality_visa_class.xlsx
2023,6,Angola,L2,14,2023-06_dos_niv_nationality_visa_class.xlsx
2023,6,Angola,R1,1,2023-06_dos_niv_nationality_visa_class.xlsx
2023,6,Anguilla,B1/B2,3,2023-06_dos_niv_nationality_visa_class.xlsx
2023,6,Anguilla,C1/D,1,2023-06_dos_niv_nationality_visa_class.xlsx
2023,6,Anguilla,F1,1,2023-06_dos_niv_nationality_visa_class.xlsx
2023,6,Antigua and Barbuda,A2,3,2023-06_dos_niv_nationality_visa_class.xlsx
2023,6,Antigua and Barbuda,B1/B2,574,2023-06_dos_niv_nationality_visa_class.xlsx
2023,6,Antigua and Barbuda,C1/D,4,2023-06_dos_niv_nationality_visa_class.xlsx
2023,6,Antigua and Barbuda,F1,10,2023-06_dos_niv_nationality_visa_class.xlsx
2023,6,Antigua and Barbuda,F2,1,2023-06_dos_niv_nationality_visa_class.xlsx
2023,6,Antigua and Barbuda,H1B,5,2023-06_dos_niv_nationality_visa_class.xlsx
2023,6,Antigua and Barbuda,J1,3,2023-06_dos_niv_nationality_visa_class.xlsx
2023,6,Antigua and Barbuda,J2,1,2023-06_dos_niv_nationality_visa_class.xlsx
2023,6,Antigua and Barbuda,K1,1,2023-06_dos_niv_nationality_visa_class.xlsx
2023,6,Argentina,A1,16,2023-06_dos_niv_nationality_visa_class.xlsx
2023,6,Argentina,A2,33,2023-06_dos_niv_nationality_visa_class.xlsx
2023,6,Argentina,A3,1,2023-06_dos_niv_nationality_visa_class.xlsx
2023,6,Argentina,B1,4,2023-06_dos_niv_nationality_visa_class.xlsx
2023,6,Argentina,B1/B2,22956,2023-06_dos_niv_nationality_visa_class.xlsx
2023,6,Argentina,BBBCC,1,2023-06_dos_niv_nationality_visa_class.xlsx
2023,6,Argentina,C1,9,2023-06_dos_niv_nationality_visa_class.xlsx
2023,6,Argentina,C1/D,149,2023-06_dos_niv_nationality_visa_class.xlsx
