state,year,population,source_file,metric_name,measure_type,metric_value
Alabama,2020,5033094,state_data_2013-2023_20250514_3.csv,new_arrivals,per_million,175.637
Alabama,2020,5033094,state_data_2013-2023_20250514_3.csv,new_arrivals,per_million_rank,48.0
Alabama,2020,5033094,state_data_2013-2023_20250514_3.csv,new_arrivals,rank,37.0
Alabama,2020,5033094,state_data_2013-2023_20250514_3.csv,new_arrivals,total,880.0
Alabama,2020,5033094,state_data_2013-2023_20250514_3.csv,nonimmigrants,per_million,17890.784
Alabama,2020,5033094,state_data_2013-2023_20250514_3.csv,nonimmigrants,per_million_rank,43.0
Alabama,2020,5033094,state_data_2013-2023_20250514_3.csv,nonimmigrants,rank,32.0
Alabama,2020,5033094,state_data_2013-2023_20250514_3.csv,nonimmigrants,total,90050.0
Alabama,2020,5033094,state_data_2013-2023_20250514_3.csv,refugees,per_million,1.192
Alabama,2020,5033094,state_data_2013-2023_20250514_3.csv,refugees,per_million_rank,45.0
Alabama,2020,5033094,state_data_2013-2023_20250514_3.csv,refugees,rank,45.0
Alabama,2020,5033094,state_data_2013-2023_20250514_3.csv,refugees,total,10.0
Alabama,2021,5049196,state_data_2013-2023_20250514_3.csv,adjustments,per_million,389.567
Alabama,2021,5049196,state_data_2013-2023_20250514_3.csv,adjustments,per_million_rank,47.0
Alabama,2021,5049196,state_data_2013-2023_20250514_3.csv,adjustments,rank,34.0
Alabama,2021,5049196,state_data_2013-2023_20250514_3.csv,adjustments,total,1970.0
Alabama,2021,5049196,state_data_2013-2023_20250514_3.csv,asylees,per_million,3.367
Alabama,2021,5049196,state_data_2013-2023_20250514_3.csv,asylees,per_million_rank,48.0
Alabama,2021,5049196,state_data_2013-2023_20250514_3.csv,asylees,rank,41.0
Alabama,2021,5049196,state_data_2013-2023_20250514_3.csv,asylees,total,20.0
Alabama,2021,5049196,state_data_2013-2023_20250514_3.csv,lawful_permanent_residents,per_million,571.774
Alabama,2021,5049196,state_data_2013-2023_20250514_3.csv,lawful_permanent_residents,per_million_rank,47.0
Alabama,2021,5049196,state_data_2013-2023_20250514_3.csv,lawful_permanent_residents,rank,34.0
Alabama,2021,5049196,state_data_2013-2023_20250514_3.csv,lawful_permanent_residents,total,2890.0
Alabama,2021,5049196,state_data_2013-2023_20250514_3.csv,naturalizations,per_million,319.655
Alabama,2021,5049196,state_data_2013-2023_20250514_3.csv,naturalizations,per_million_rank,51.0
Alabama,2021,5049196,state_data_2013-2023_20250514_3.csv,naturalizations,rank,41.0
Alabama,2021,5049196,state_data_2013-2023_20250514_3.csv,naturalizations,total,1610.0
Alabama,2021,5049196,state_data_2013-2023_20250514_3.csv,new_arrivals,per_million,182.207
Alabama,2021,5049196,state_data_2013-2023_20250514_3.csv,new_arrivals,per_million_rank,48.0
Alabama,2021,5049196,state_data_2013-2023_20250514_3.csv,new_arrivals,rank,35.0
Alabama,2021,5049196,state_data_2013-2023_20250514_3.csv,new_arrivals,total,920.0
Alabama,2021,5049196,state_data_2013-2023_20250514_3.csv,nonimmigrants,per_million,9881.375
Alabama,2021,5049196,state_data_2013-2023_20250514_3.csv,nonimmigrants,per_million_rank,39.0
Alabama,2021,5049196,state_data_2013-2023_20250514_3.csv,nonimmigrants,rank,30.0
Alabama,2021,5049196,state_data_2013-2023_20250514_3.csv,nonimmigrants,total,49890.0
Alabama,2021,5049196,state_data_2013-2023_20250514_3.csv,refugees,per_million,0.0
Alabama,2021,5049196,state_data_2013-2023_20250514_3.csv,refugees,per_million_rank,
Alabama,2021,5049196,state_data_2013-2023_20250514_3.csv,refugees,rank,
Alabama,2021,5049196,state_data_2013-2023_20250514_3.csv,refugees,total,0.0
Alabama,2022,5076181,state_data_2013-2023_20250514_3.csv,adjustments,per_million,412.121
Alabama,2022,5076181,state_data_2013-2023_20250514_3.csv,adjustments,per_million_rank,45.0
Alabama,2022,5076181,state_data_2013-2023_20250514_3.csv,adjustments,rank,33.0
Alabama,2022,5076181,state_data_2013-2023_20250514_3.csv,adjustments,total,2090.0
Alabama,2022,5076181,state_data_2013-2023_20250514_3.csv,asylees,per_million,6.698
Alabama,2022,5076181,state_data_2013-2023_20250514_3.csv,asylees,per_million_rank,47.0
Alabama,2022,5076181,state_data_2013-2023_20250514_3.csv,asylees,rank,43.0
Alabama,2022,5076181,state_data_2013-2023_20250514_3.csv,asylees,total,30.0
Alabama,2022,5076181,state_data_2013-2023_20250514_3.csv,lawful_permanent_residents,per_million,738.153
Alabama,2022,5076181,state_data_2013-2023_20250514_3.csv,lawful_permanent_residents,per_million_rank,47.0
Alabama,2022,5076181,state_data_2013-2023_20250514_3.csv,lawful_permanent_residents,rank,34.0
Alabama,2022,5076181,state_data_2013-2023_20250514_3.csv,lawful_permanent_residents,total,3750.0
Alabama,2022,5076181,state_data_2013-2023_20250514_3.csv,naturalizations,per_million,787.6
Alabama,2022,5076181,state_data_2013-2023_20250514_3.csv,naturalizations,per_million_rank,45.0
Alabama,2022,5076181,state_data_2013-2023_20250514_3.csv,naturalizations,rank,32.0
Alabama,2022,5076181,state_data_2013-2023_20250514_3.csv,naturalizations,total,4000.0
Alabama,2022,5076181,state_data_2013-2023_20250514_3.csv,new_arrivals,per_million,326.033
Alabama,2022,5076181,state_data_2013-2023_20250514_3.csv,new_arrivals,per_million_rank,48.0
Alabama,2022,5076181,state_data_2013-2023_20250514_3.csv,new_arrivals,rank,35.0
Alabama,2022,5076181,state_data_2013-2023_20250514_3.csv,new_arrivals,total,1660.0
Alabama,2022,5076181,state_data_2013-2023_20250514_3.csv,nonimmigrants,per_million,22668.222
Alabama,2022,5076181,state_data_2013-2023_20250514_3.csv,nonimmigrants,per_million_rank,42.0
Alabama,2022,5076181,state_data_2013-2023_20250514_3.csv,nonimmigrants,rank,34.0
Alabama,2022,5076181,state_data_2013-2023_20250514_3.csv,nonimmigrants,total,115070.0
Alabama,2022,5076181,state_data_2013-2023_20250514_3.csv,refugees,per_million,7.092
Alabama,2022,5076181,state_data_2013-2023_20250514_3.csv,refugees,per_million_rank,46.0
Alabama,2022,5076181,state_data_2013-2023_20250514_3.csv,refugees,rank,44.0
Alabama,2022,5076181,state_data_2013-2023_20250514_3.csv,refugees,total,40.0
Alabama,2023,5117673,state_data_2013-2023_20250514_3.csv,adjustments,per_million,488.112
Alabama,2023,5117673,state_data_2013-2023_20250514_3.csv,adjustments,per_million_rank,47.0
Alabama,2023,5117673,state_data_2013-2023_20250514_3.csv,adjustments,rank,33.0
Alabama,2023,5117673,state_data_2013-2023_20250514_3.csv,adjustments,total,2500.0
Alabama,2023,5117673,state_data_2013-2023_20250514_3.csv,asylees,per_million,4.494
Alabama,2023,5117673,state_data_2013-2023_20250514_3.csv,asylees,per_million_rank,51.0
Alabama,2023,5117673,state_data_2013-2023_20250514_3.csv,asylees,rank,44.0
Alabama,2023,5117673,state_data_2013-2023_20250514_3.csv,asylees,total,20.0
Alabama,2023,5117673,state_data_2013-2023_20250514_3.csv,lawful_permanent_residents,per_million,825.961
Alabama,2023,5117673,state_data_2013-2023_20250514_3.csv,lawful_permanent_residents,per_million_rank,47.0
Alabama,2023,5117673,state_data_2013-2023_20250514_3.csv,lawful_permanent_residents,rank,37.0
Alabama,2023,5117673,state_data_2013-2023_20250514_3.csv,lawful_permanent_residents,total,4230.0
Alabama,2023,5117673,state_data_2013-2023_20250514_3.csv,naturalizations,per_million,600.077
Alabama,2023,5117673,state_data_2013-2023_20250514_3.csv,naturalizations,per_million_rank,47.0
Alabama,2023,5117673,state_data_2013-2023_20250514_3.csv,naturalizations,rank,34.0
Alabama,2023,5117673,state_data_2013-2023_20250514_3.csv,naturalizations,total,3070.0
Alabama,2023,5117673,state_data_2013-2023_20250514_3.csv,new_arrivals,per_million,337.849
Alabama,2023,5117673,state_data_2013-2023_20250514_3.csv,new_arrivals,per_million_rank,48.0
Alabama,2023,5117673,state_data_2013-2023_20250514_3.csv,new_arrivals,rank,37.0
Alabama,2023,5117673,state_data_2013-2023_20250514_3.csv,new_arrivals,total,1730.0
Alabama,2023,5117673,state_data_2013-2023_20250514_3.csv,nonimmigrants,per_million,29984.135
Alabama,2023,5117673,state_data_2013-2023_20250514_3.csv,nonimmigrants,per_million_rank,44.0
Alabama,2023,5117673,state_data_2013-2023_20250514_3.csv,nonimmigrants,rank,33.0
Alabama,2023,5117673,state_data_2013-2023_20250514_3.csv,nonimmigrants,total,153450.0
