year,month,basis,fsc_or_place_of_birth,visa_class,issuances,source_file,source_row
2023,5,FSC,Afghanistan,CR1,16,2023-05_dos_iv_fsc_pob_visa_class.xlsx,3
2023,5,FSC,Afghanistan,DV,51,2023-05_dos_iv_fsc_pob_visa_class.xlsx,4
2023,5,FSC,Afghanistan,F1,2,2023-05_dos_iv_fsc_pob_visa_class.xlsx,5
2023,5,FSC,Afghanistan,F2A,8,2023-05_dos_iv_fsc_pob_visa_class.xlsx,6
2023,5,FSC,Afghanistan,F3,10,2023-05_dos_iv_fsc_pob_visa_class.xlsx,7
2023,5,FSC,Afghanistan,F4,5,2023-05_dos_iv_fsc_pob_visa_class.xlsx,8
2023,5,FSC,Afghanistan,FX,2,2023-05_dos_iv_fsc_pob_visa_class.xlsx,9
2023,5,FSC,Afghanistan,IR1,35,2023-05_dos_iv_fsc_pob_visa_class.xlsx,10
2023,5,FSC,Afghanistan,IR2,10,2023-05_dos_iv_fsc_pob_visa_class.xlsx,11
2023,5,FSC,Afghanistan,IR5,93,2023-05_dos_iv_fsc_pob_visa_class.xlsx,12
2023,5,FSC,Afghanistan,SI1,2,2023-05_dos_iv_fsc_pob_visa_class.xlsx,13
2023,5,FSC,Afghanistan,SI2,1,2023-05_dos_iv_fsc_pob_visa_class.xlsx,14
2023,5,FSC,Afghanistan,SI3,4,2023-05_dos_iv_fsc_pob_visa_class.xlsx,15
2023,5,FSC,Afghanistan,SQ1,573,2023-05_dos_iv_fsc_pob_visa_class.xlsx,16
2023,5,FSC,Afghanistan,SQ2,522,2023-05_dos_iv_fsc_pob_visa_class.xlsx,17
2023,5,FSC,Afghanistan,SQ3,1622,2023-05_dos_iv_fsc_pob_visa_class.xlsx,18
2023,5,FSC,Albania,CR1,20,2023-05_dos_iv_fsc_pob_visa_class.xlsx,19
2023,5,FSC,Albania,CR2,1,2023-05_dos_iv_fsc_pob_visa_class.xlsx,20
2023,5,FSC,Albania,DV,309,2023-05_dos_iv_fsc_pob_visa_class.xlsx,21
2023,5,FSC,Albania,E3,2,2023-05_dos_iv_fsc_pob_visa_class.xlsx,22
2023,5,FSC,Albania,EW,2,2023-05_dos_iv_fsc_pob_visa_class.xlsx,23
2023,5,FSC,Albania,F1,1,2023-05_dos_iv_fsc_pob_visa_class.xlsx,24
2023,5,FSC,Albania,F2A,18,2023-05_dos_iv_fsc_pob_visa_class.xlsx,25
2023,5,FSC,Albania,F2B,5,2023-05_dos_iv_fsc_pob_visa_class.xlsx,26
2023,5,FSC,Albania,F3,5,2023-05_dos_iv_fsc_pob_visa_class.xlsx,27
2023,5,FSC,Albania,F4,14,2023-05_dos_iv_fsc_pob_visa_class.xlsx,28
2023,5,FSC,Albania,IH3,1,2023-05_dos_iv_fsc_pob_visa_class.xlsx,29
2023,5,FSC,Albania,IR1,14,2023-05_dos_iv_fsc_pob_visa_class.xlsx,30
2023,5,FSC,Albania,IR2,3,2023-05_dos_iv_fsc_pob_visa_class.xlsx,31
2023,5,FSC,Albania,IR5,148,2023-05_dos_iv_fsc_pob_visa_class.xlsx,32
2023,5,FSC,Albania,SB1,1,2023-05_dos_iv_fsc_pob_visa_class.xlsx,33
2023,5,FSC,Algeria,CR1,20,2023-05_dos_iv_fsc_pob_visa_class.xlsx,34
2023,5,FSC,Algeria,DV,680,2023-05_dos_iv_fsc_pob_visa_class.xlsx,35
2023,5,FSC,Algeria,E1,7,2023-05_dos_iv_fsc_pob_visa_class.xlsx,36
2023,5,FSC,Algeria,F2A,2,2023-05_dos_iv_fsc_pob_visa_class.xlsx,37
2023,5,FSC,Algeria,F4,1,2023-05_dos_iv_fsc_pob_visa_class.xlsx,38
2023,5,FSC,Algeria,IR1,9,2023-05_dos_iv_fsc_pob_visa_class.xlsx,39
2023,5,FSC,Algeria,IR2,6,2023-05_dos_iv_fsc_pob_visa_class.xlsx,40
2023,5,FSC,Algeria,IR5,21,2023-05_dos_iv_fsc_pob_visa_class.xlsx,41
