year,month,basis,fsc_or_place_of_birth,visa_class,issuances,source_file,source_row
2024,12,FSC,Afghanistan,CR1,23,2024-12_dos_iv_fsc_pob_visa_class.xlsx,3
2024,12,FSC,Afghanistan,DV,47,2024-12_dos_iv_fsc_pob_visa_class.xlsx,4
2024,12,FSC,Afghanistan,E3,4,2024-12_dos_iv_fsc_pob_visa_class.xlsx,5
2024,12,FSC,Afghanistan,F1,1,2024-12_dos_iv_fsc_pob_visa_class.xlsx,6
2024,12,FSC,Afghanistan,F2A,11,2024-12_dos_iv_fsc_pob_visa_class.xlsx,7
2024,12,FSC,Afghanistan,F2B,1,2024-12_dos_iv_fsc_pob_visa_class.xlsx,8
2024,12,FSC,Afghanistan,F3,2,2024-12_dos_iv_fsc_pob_visa_class.xlsx,9
2024,12,FSC,Afghanistan,F4,9,2024-12_dos_iv_fsc_pob_visa_class.xlsx,10
2024,12,FSC,Afghanistan,FX,18,2024-12_dos_iv_fsc_pob_visa_class.xlsx,11
2024,12,FSC,Afghanistan,IR1,51,2024-12_dos_iv_fsc_pob_visa_class.xlsx,12
2024,12,FSC,Afghanistan,IR2,21,2024-12_dos_iv_fsc_pob_visa_class.xlsx,13
2024,12,FSC,Afghanistan,IR5,181,2024-12_dos_iv_fsc_pob_visa_class.xlsx,14
2024,12,FSC,Afghanistan,SI1,1,2024-12_dos_iv_fsc_pob_visa_class.xlsx,15
2024,12,FSC,Afghanistan,SI2,1,2024-12_dos_iv_fsc_pob_visa_class.xlsx,16
2024,12,FSC,Afghanistan,SI3,5,2024-12_dos_iv_fsc_pob_visa_class.xlsx,17
2024,12,FSC,Afghanistan,SQ1,768,2024-12_dos_iv_fsc_pob_visa_class.xlsx,18
2024,12,FSC,Afghanistan,SQ2,642,2024-12_dos_iv_fsc_pob_visa_class.xlsx,19
2024,12,FSC,Afghanistan,SQ3,2023,2024-12_dos_iv_fsc_pob_visa_class.xlsx,20
2024,12,FSC,Afghanistan,SW,7,2024-12_dos_iv_fsc_pob_visa_class.xlsx,21
2024,12,FSC,Albania,CR1,9,2024-12_dos_iv_fsc_pob_visa_class.xlsx,22
2024,12,FSC,Albania,DV,13,2024-12_dos_iv_fsc_pob_visa_class.xlsx,23
2024,12,FSC,Albania,E3,1,2024-12_dos_iv_fsc_pob_visa_class.xlsx,24
