year,month,basis,fsc_or_place_of_birth,visa_class,issuances,source_file,source_row
2023,7,FSC,Afghanistan,CR1,6,2023-07_dos_iv_fsc_pob_visa_class.xlsx,3
2023,7,FSC,Afghanistan,DV,38,2023-07_dos_iv_fsc_pob_visa_class.xlsx,4
2023,7,FSC,Afghanistan,F2A,8,2023-07_dos_iv_fsc_pob_visa_class.xlsx,5
2023,7,FSC,Afghanistan,F2B,2,2023-07_dos_iv_fsc_pob_visa_class.xlsx,6
2023,7,FSC,Afghanistan,F3,3,2023-07_dos_iv_fsc_pob_visa_class.xlsx,7
2023,7,FSC,Afghanistan,F4,5,2023-07_dos_iv_fsc_pob_visa_class.xlsx,8
2023,7,FSC,Afghanistan,FX,1,2023-07_dos_iv_fsc_pob_visa_class.xlsx,9
2023,7,FSC,Afghanistan,IR1,30,2023-07_dos_iv_fsc_pob_visa_class.xlsx,10
2023,7,FSC,Afghanistan,IR2,5,2023-07_dos_iv_fsc_pob_visa_class.xlsx,11
2023,7,FSC,Afghanistan,IR5,84,2023-07_dos_iv_fsc_pob_visa_class.xlsx,12
2023,7,FSC,Afghanistan,SB1,1,2023-07_dos_iv_fsc_pob_visa_class.xlsx,13
2023,7,FSC,Afghanistan,SI1,1,2023-07_dos_iv_fsc_pob_visa_class.xlsx,14
2023,7,FSC,Afghanistan,SQ1,382,2023-07_dos_iv_fsc_pob_visa_class.xlsx,15
2023,7,FSC,Afghanistan,SQ2,361,2023-07_dos_iv_fsc_pob_visa_class.xlsx,16
2023,7,FSC,Afghanistan,SQ3,1170,2023-07_dos_iv_fsc_pob_visa_class.xlsx,17
2023,7,FSC,Albania,CR1,5,2023-07_dos_iv_fsc_pob_visa_class.xlsx,18
2023,7,FSC,Albania,CR2,2,2023-07_dos_iv_fsc_pob_visa_class.xlsx,19
2023,7,FSC,Albania,DV,265,2023-07_dos_iv_fsc_pob_visa_class.xlsx,20
2023,7,FSC,Albania,F1,6,2023-07_dos_iv_fsc_pob_visa_class.xlsx,21
2023,7,FSC,Albania,F2A,2,2023-07_dos_iv_fsc_pob_visa_class.xlsx,22
2023,7,FSC,Albania,F4,17,2023-07_dos_iv_fsc_pob_visa_class.xlsx,23
2023,7,FSC,Albania,IR1,9,2023-07_dos_iv_fsc_pob_visa_class.xlsx,24
2023,7,FSC,Albania,IR2,2,2023-07_dos_iv_fsc_pob_visa_class.xlsx,25
2023,7,FSC,Albania,IR5,64,2023-07_dos_iv_fsc_pob_visa_class.xlsx,26
2023,7,FSC,Algeria,CR1,21,2023-07_dos_iv_fsc_pob_visa_class.xlsx,27
2023,7,FSC,Algeria,DV,412,2023-07_dos_iv_fsc_pob_visa_class.xlsx,28
2023,7,FSC,Algeria,E2,5,2023-07_dos_iv_fsc_pob_visa_class.xlsx,29
2023,7,FSC,Algeria,F2A,4,2023-07_dos_iv_fsc_pob_visa_class.xlsx,30
2023,7,FSC,Algeria,IR1,8,2023-07_dos_iv_fsc_pob_visa_class.xlsx,31
