year,month,basis,fsc_or_place_of_birth,visa_class,issuances,source_file,source_row
2025,7,FSC,Afghanistan,CR1,32,2025-07_dos_iv_fsc_pob_visa_class.xlsx,3
2025,7,FSC,Afghanistan,CR2,2,2025-07_dos_iv_fsc_pob_visa_class.xlsx,4
2025,7,FSC,Afghanistan,F3,2,2025-07_dos_iv_fsc_pob_visa_class.xlsx,5
2025,7,FSC,Afghanistan,FX,2,2025-07_dos_iv_fsc_pob_visa_class.xlsx,6
2025,7,FSC,Afghanistan,IR1,41,2025-07_dos_iv_fsc_pob_visa_class.xlsx,7
2025,7,FSC,Afghanistan,IR2,27,2025-07_dos_iv_fsc_pob_visa_class.xlsx,8
2025,7,FSC,Afghanistan,IR5,64,2025-07_dos_iv_fsc_pob_visa_class.xlsx,9
2025,7,FSC,Afghanistan,SB1,1,2025-07_dos_iv_fsc_pob_visa_class.xlsx,10
2025,7,FSC,Afghanistan,SQ1,217,2025-07_dos_iv_fsc_pob_visa_class.xlsx,11
2025,7,FSC,Afghanistan,SQ2,170,2025-07_dos_iv_fsc_pob_visa_class.xlsx,12
2025,7,FSC,Afghanistan,SQ3,484,2025-07_dos_iv_fsc_pob_visa_class.xlsx,13
2025,7,FSC,Afghanistan,SW,3,2025-07_dos_iv_fsc_pob_visa_class.xlsx,14
2025,7,FSC,Albania,CR1,9,2025-07_dos_iv_fsc_pob_visa_class.xlsx,15
2025,7,FSC,Albania,DV,47,2025-07_dos_iv_fsc_pob_visa_class.xlsx,16
2025,7,FSC,Albania,E2,1,2025-07_dos_iv_fsc_pob_visa_class.xlsx,17
2025,7,FSC,Albania,E3,3,2025-07_dos_iv_fsc_pob_visa_class.xlsx,18
2025,7,FSC,Albania,EW,3,2025-07_dos_iv_fsc_pob_visa_class.xlsx,19
2025,7,FSC,Albania,F1,2,2025-07_dos_iv_fsc_pob_visa_class.xlsx,20
2025,7,FSC,Albania,F2B,17,2025-07_dos_iv_fsc_pob_visa_class.xlsx,21
2025,7,FSC,Albania,F3,18,2025-07_dos_iv_fsc_pob_visa_class.xlsx,22
2025,7,FSC,Albania,F4,86,2025-07_dos_iv_fsc_pob_visa_class.xlsx,23
2025,7,FSC,Albania,I5,4,2025-07_dos_iv_fsc_pob_visa_class.xlsx,24
2025,7,FSC,Albania,IR1,8,2025-07_dos_iv_fsc_pob_visa_class.xlsx,25
2025,7,FSC,Albania,IR5,86,2025-07_dos_iv_fsc_pob_visa_class.xlsx,26
2025,7,FSC,Algeria,CR1,26,2025-07_dos_iv_fsc_pob_visa_class.xlsx,27
2025,7,FSC,Algeria,DV,245,2025-07_dos_iv_fsc_pob_visa_class.xlsx,28
2025,7,FSC,Algeria,F2B,1,2025-07_dos_iv_fsc_pob_visa_class.xlsx,29
2025,7,FSC,Algeria,F4,3,2025-07_dos_iv_fsc_pob_visa_class.xlsx,30
2025,7,FSC,Algeria,IR1,24,2025-07_dos_iv_fsc_pob_visa_class.xlsx,31
2025,7,FSC,Algeria,IR2,3,2025-07_dos_iv_fsc_pob_visa_class.xlsx,32
2025,7,FSC,Algeria,IR5,23,2025-07_dos_iv_fsc_pob_visa_class.xlsx,33
2025,7,FSC,Angola,DV,1,2025-07_dos_iv_fsc_pob_visa_class.xlsx,34
2025,7,FSC,Angola,IR1,4,2025-07_dos_iv_fsc_pob_visa_class.xlsx,35
2025,7,FSC,Angola,IR2,3,2025-07_dos_iv_fsc_pob_visa_class.xlsx,36
2025,7,FSC,Angola,IR5,1,2025-07_dos_iv_fsc_pob_visa_class.xlsx,37
2025,7,FSC,Antigua and Barbuda,CR1,1,2025-07_dos_iv_fsc_pob_visa_class.xlsx,38
2025,7,FSC,Antigua and Barbuda,F1,8,2025-07_dos_iv_fsc_pob_visa_class.xlsx,39
2025,7,FSC,Antigua and Barbuda,F3,2,2025-07_dos_iv_fsc_pob_visa_class.xlsx,40
2025,7,FSC,Antigua and Barbuda,FX,1,2025-07_dos_iv_fsc_pob_visa_class.xlsx,41
2025,7,FSC,Antigua and Barbuda,IR2,3,2025-07_dos_iv_fsc_pob_visa_class.xlsx,42
2025,7,FSC,Antigua and Barbuda,IR5,4,2025-07_dos_iv_fsc_pob_visa_class.xlsx,43
2025,7,FSC,Argentina,CR1,1,2025-07_dos_iv_fsc_pob_visa_class.xlsx,44
2025,7,FSC,Argentina,DV,1,2025-07_dos_iv_fsc_pob_visa_class.xlsx,45
2025,7,FSC,Argentina,E2,22,2025-07_dos_iv_fsc_pob_visa_class.xlsx,46
2025,7,FSC,Argentina,F2A,1,2025-07_dos_iv_fsc_pob_visa_class.xlsx,47
2025,7,FSC,Argentina,F3,2,2025-07_dos_iv_fsc_pob_visa_class.xlsx,48
2025,7,FSC,Argentina,FX,1,2025-07_dos_iv_fsc_pob_visa_class.xlsx,49
2025,7,FSC,Argentina,IR1,7,2025-07_dos_iv_fsc_pob_visa_class.xlsx,50
2025,7,FSC,Argentina,IR2,1,2025-07_dos_iv_fsc_pob_visa_class.xlsx,51
2025,7,FSC,Argentina,IR5,9,2025-07_dos_iv_fsc_pob_visa_class.xlsx,52
2025,7,FSC,Argentina,IW,1,2025-07_dos_iv_fsc_pob_visa_class.xlsx,53
2025,7,FSC,Armenia,CR1,5,2025-07_dos_iv_fsc_pob_visa_class.xlsx,54
2025,7,FSC,Armenia,CR2,1,2025-07_dos_iv_fsc_pob_visa_class.xlsx,55
2025,7,FSC,Armenia,DV,59,2025-07_dos_iv_fsc_pob_visa_class.xlsx,56
2025,7,FSC,Armenia,E1,2,2025-07_dos_iv_fsc_pob_visa_class.xlsx,57
2025,7,FSC,Armenia,E2,2,2025-07_dos_iv_fsc_pob_visa_class.xlsx,58
2025,7,FSC,Armenia,F1,13,2025-07_dos_iv_fsc_pob_visa_class.xlsx,59
2025,7,FSC,Armenia,F2B,8,2025-07_dos_iv_fsc_pob_visa_class.xlsx,60
2025,7,FSC,Armenia,F3,1,2025-07_dos_iv_fsc_pob_visa_class.xlsx,61
2025,7,FSC,Armenia,F4,8,2025-07_dos_iv_fsc_pob_visa_class.xlsx,62
2025,7,FSC,Armenia,FX,1,2025-07_dos_iv_fsc_pob_visa_class.xlsx,63
2025,7,FSC,Armenia,IR1,2,2025-07_dos_iv_fsc_pob_visa_class.xlsx,64
2025,7,FSC,Armenia,IR2,4,2025-07_dos_iv_fsc_pob_visa_class.xlsx,65
2025,7,FSC,Armenia,IR5,25,2025-07_dos_iv_fsc_pob_visa_class.xlsx,66
2025,7,FSC,Aruba,IR5,1,2025-07_dos_iv_fsc_pob_visa_class.xlsx,67
2025,7,FSC,Australia,CR1,7,2025-07_dos_iv_fsc_pob_visa_class.xlsx,68
2025,7,FSC,Australia,DV,4,2025-07_dos_iv_fsc_pob_visa_class.xlsx,69
2025,7,FSC,Australia,E1,1,2025-07_dos_iv_fsc_pob_visa_class.xlsx,70
2025,7,FSC,Australia,E2,1,2025-07_dos_iv_fsc_pob_visa_class.xlsx,71
2025,7,FSC,Australia,E3,1,2025-07_dos_iv_fsc_pob_visa_class.xlsx,72
2025,7,FSC,Australia,F1,1,2025-07_dos_iv_fsc_pob_visa_class.xlsx,73
2025,7,FSC,Australia,F3,9,2025-07_dos_iv_fsc_pob_visa_class.xlsx,74
2025,7,FSC,Australia,F4,3,2025-07_dos_iv_fsc_pob_visa_class.xlsx,75
2025,7,FSC,Australia,FX,1,2025-07_dos_iv_fsc_pob_visa_class.xlsx,76
2025,7,FSC,Australia,IR1,24,2025-07_dos_iv_fsc_pob_visa_class.xlsx,77
2025,7,FSC,Australia,IR5,2,2025-07_dos_iv_fsc_pob_visa_class.xlsx,78
2025,7,FSC,Australia,SB1,2,2025-07_dos_iv_fsc_pob_visa_class.xlsx,79
2025,7,FSC,Austria,CR1,2,2025-07_dos_iv_fsc_pob_visa_class.xlsx,80
2025,7,FSC,Austria,DV,4,2025-07_dos_iv_fsc_pob_visa_class.xlsx,81
2025,7,FSC,Austria,E1,1,2025-07_dos_iv_fsc_pob_visa_class.xlsx,82
2025,7,FSC,Austria,E2,1,2025-07_dos_iv_fsc_pob_visa_class.xlsx,83
2025,7,FSC,Austria,F1,2,2025-07_dos_iv_fsc_pob_visa_class.xlsx,84
2025,7,FSC,Austria,IR1,5,2025-07_dos_iv_fsc_pob_visa_class.xlsx,85
2025,7,FSC,Austria,IR5,1,2025-07_dos_iv_fsc_pob_visa_class.xlsx,86
2025,7,FSC,Austria,SQ3,1,2025-07_dos_iv_fsc_pob_visa_class.xlsx,87
2025,7,FSC,Azerbaijan,DV,37,2025-07_dos_iv_fsc_pob_visa_class.xlsx,88
2025,7,FSC,Azerbaijan,E2,7,2025-07_dos_iv_fsc_pob_visa_class.xlsx,89
2025,7,FSC,Azerbaijan,F1,1,2025-07_dos_iv_fsc_pob_visa_class.xlsx,90
2025,7,FSC,Azerbaijan,F4,2,2025-07_dos_iv_fsc_pob_visa_class.xlsx,91
