year,month,basis,fsc_or_place_of_birth,visa_class,issuances,source_file,source_row
2024,1,FSC,Afghanistan,CR1,25,2024-01_dos_iv_fsc_pob_visa_class.xlsx,3
2024,1,FSC,Afghanistan,DV,110,2024-01_dos_iv_fsc_pob_visa_class.xlsx,4
2024,1,FSC,Afghanistan,E3,2,2024-01_dos_iv_fsc_pob_visa_class.xlsx,5
2024,1,FSC,Afghanistan,F2B,1,2024-01_dos_iv_fsc_pob_visa_class.xlsx,6
2024,1,FSC,Afghanistan,F3,4,2024-01_dos_iv_fsc_pob_visa_class.xlsx,7
2024,1,FSC,Afghanistan,F4,1,2024-01_dos_iv_fsc_pob_visa_class.xlsx,8
2024,1,FSC,Afghanistan,FX,24,2024-01_dos_iv_fsc_pob_visa_class.xlsx,9
2024,1,FSC,Afghanistan,IR1,45,2024-01_dos_iv_fsc_pob_visa_class.xlsx,10
2024,1,FSC,Afghanistan,IR2,16,2024-01_dos_iv_fsc_pob_visa_class.xlsx,11
2024,1,FSC,Afghanistan,IR5,125,2024-01_dos_iv_fsc_pob_visa_class.xlsx,12
2024,1,FSC,Afghanistan,SB1,2,2024-01_dos_iv_fsc_pob_visa_class.xlsx,13
2024,1,FSC,Afghanistan,SQ1,707,2024-01_dos_iv_fsc_pob_visa_class.xlsx,14
2024,1,FSC,Afghanistan,SQ2,616,2024-01_dos_iv_fsc_pob_visa_class.xlsx,15
2024,1,FSC,Afghanistan,SQ3,1984,2024-01_dos_iv_fsc_pob_visa_class.xlsx,16
2024,1,FSC,Albania,CR1,15,2024-01_dos_iv_fsc_pob_visa_class.xlsx,17
2024,1,FSC,Albania,DV,170,2024-01_dos_iv_fsc_pob_visa_class.xlsx,18
2024,1,FSC,Albania,E1,4,2024-01_dos_iv_fsc_pob_visa_class.xlsx,19
2024,1,FSC,Albania,E2,2,2024-01_dos_iv_fsc_pob_visa_class.xlsx,20
2024,1,FSC,Albania,E3,3,2024-01_dos_iv_fsc_pob_visa_class.xlsx,21
2024,1,FSC,Albania,EW,6,2024-01_dos_iv_fsc_pob_visa_class.xlsx,22
2024,1,FSC,Albania,F1,4,2024-01_dos_iv_fsc_pob_visa_class.xlsx,23
2024,1,FSC,Albania,F2B,1,2024-01_dos_iv_fsc_pob_visa_class.xlsx,24
2024,1,FSC,Albania,F3,1,2024-01_dos_iv_fsc_pob_visa_class.xlsx,25
2024,1,FSC,Albania,F4,8,2024-01_dos_iv_fsc_pob_visa_class.xlsx,26
2024,1,FSC,Albania,FX,3,2024-01_dos_iv_fsc_pob_visa_class.xlsx,27
2024,1,FSC,Albania,IR1,14,2024-01_dos_iv_fsc_pob_visa_class.xlsx,28
2024,1,FSC,Albania,IR2,3,2024-01_dos_iv_fsc_pob_visa_class.xlsx,29
2024,1,FSC,Albania,IR5,162,2024-01_dos_iv_fsc_pob_visa_class.xlsx,30
2024,1,FSC,Albania,SB1,1,2024-01_dos_iv_fsc_pob_visa_class.xlsx,31
2024,1,FSC,Algeria,CR1,26,2024-01_dos_iv_fsc_pob_visa_class.xlsx,32
2024,1,FSC,Algeria,DV,181,2024-01_dos_iv_fsc_pob_visa_class.xlsx,33
2024,1,FSC,Algeria,F3,4,2024-01_dos_iv_fsc_pob_visa_class.xlsx,34
2024,1,FSC,Algeria,IR1,12,2024-01_dos_iv_fsc_pob_visa_class.xlsx,35
2024,1,FSC,Algeria,IR2,4,2024-01_dos_iv_fsc_pob_visa_class.xlsx,36
2024,1,FSC,Algeria,IR5,40,2024-01_dos_iv_fsc_pob_visa_class.xlsx,37
2024,1,FSC,Algeria,IW,1,2024-01_dos_iv_fsc_pob_visa_class.xlsx,38
2024,1,FSC,Algeria,SE,1,2024-01_dos_iv_fsc_pob_visa_class.xlsx,39
2024,1,FSC,Angola,DV,11,2024-01_dos_iv_fsc_pob_visa_class.xlsx,40
2024,1,FSC,Angola,F1,1,2024-01_dos_iv_fsc_pob_visa_class.xlsx,41
2024,1,FSC,Angola,FX,2,2024-01_dos_iv_fsc_pob_visa_class.xlsx,42
2024,1,FSC,Angola,IR1,1,2024-01_dos_iv_fsc_pob_visa_class.xlsx,43
2024,1,FSC,Angola,IR5,1,2024-01_dos_iv_fsc_pob_visa_class.xlsx,44
