year,month,basis,fsc_or_place_of_birth,visa_class,issuances,source_file,source_row
2022,10,FSC,Afghanistan,CR1,15,2022-10_dos_iv_fsc_pob_visa_class.xlsx,3
2022,10,FSC,Afghanistan,DV,5,2022-10_dos_iv_fsc_pob_visa_class.xlsx,4
2022,10,FSC,Afghanistan,F1,1,2022-10_dos_iv_fsc_pob_visa_class.xlsx,5
2022,10,FSC,Afghanistan,F2A,6,2022-10_dos_iv_fsc_pob_visa_class.xlsx,6
2022,10,FSC,Afghanistan,F2B,1,2022-10_dos_iv_fsc_pob_visa_class.xlsx,7
2022,10,FSC,Afghanistan,F3,4,2022-10_dos_iv_fsc_pob_visa_class.xlsx,8
2022,10,FSC,Afghanistan,FX,58,2022-10_dos_iv_fsc_pob_visa_class.xlsx,9
2022,10,FSC,Afghanistan,IR1,31,2022-10_dos_iv_fsc_pob_visa_class.xlsx,10
2022,10,FSC,Afghanistan,IR2,10,2022-10_dos_iv_fsc_pob_visa_class.xlsx,11
2022,10,FSC,Afghanistan,IR5,50,2022-10_dos_iv_fsc_pob_visa_class.xlsx,12
2022,10,FSC,Afghanistan,SQ1,244,2022-10_dos_iv_fsc_pob_visa_class.xlsx,13
2022,10,FSC,Afghanistan,SQ2,209,2022-10_dos_iv_fsc_pob_visa_class.xlsx,14
2022,10,FSC,Afghanistan,SQ3,623,2022-10_dos_iv_fsc_pob_visa_class.xlsx,15
2022,10,FSC,Albania,CR1,15,2022-10_dos_iv_fsc_pob_visa_class.xlsx,16
2022,10,FSC,Albania,DV,78,2022-10_dos_iv_fsc_pob_visa_class.xlsx,17
2022,10,FSC,Albania,E1,5,2022-10_dos_iv_fsc_pob_visa_class.xlsx,18
2022,10,FSC,Albania,E3,4,2022-10_dos_iv_fsc_pob_visa_class.xlsx,19
2022,10,FSC,Albania,EW,5,2022-10_dos_iv_fsc_pob_visa_class.xlsx,20
2022,10,FSC,Albania,F1,5,2022-10_dos_iv_fsc_pob_visa_class.xlsx,21
2022,10,FSC,Albania,F2A,1,2022-10_dos_iv_fsc_pob_visa_class.xlsx,22
2022,10,FSC,Albania,F2B,3,2022-10_dos_iv_fsc_pob_visa_class.xlsx,23
