year,month,basis,fsc_or_place_of_birth,visa_class,issuances,source_file,source_row
2023,8,FSC,Afghanistan,CR1,11,2023-08_dos_iv_fsc_pob_visa_class.xlsx,3
2023,8,FSC,Afghanistan,DV,145,2023-08_dos_iv_fsc_pob_visa_class.xlsx,4
2023,8,FSC,Afghanistan,F3,1,2023-08_dos_iv_fsc_pob_visa_class.xlsx,5
2023,8,FSC,Afghanistan,IR1,19,2023-08_dos_iv_fsc_pob_visa_class.xlsx,6
2023,8,FSC,Afghanistan,IR2,5,2023-08_dos_iv_fsc_pob_visa_class.xlsx,7
2023,8,FSC,Afghanistan,IR5,63,2023-08_dos_iv_fsc_pob_visa_class.xlsx,8
2023,8,FSC,Afghanistan,SB1,2,2023-08_dos_iv_fsc_pob_visa_class.xlsx,9
2023,8,FSC,Afghanistan,SQ1,345,2023-08_dos_iv_fsc_pob_visa_class.xlsx,10
2023,8,FSC,Afghanistan,SQ2,267,2023-08_dos_iv_fsc_pob_visa_class.xlsx,11
2023,8,FSC,Afghanistan,SQ3,753,2023-08_dos_iv_fsc_pob_visa_class.xlsx,12
2023,8,FSC,Albania,CR1,6,2023-08_dos_iv_fsc_pob_visa_class.xlsx,13
2023,8,FSC,Albania,DV,242,2023-08_dos_iv_fsc_pob_visa_class.xlsx,14
2023,8,FSC,Albania,EW,4,2023-08_dos_iv_fsc_pob_visa_class.xlsx,15
2023,8,FSC,Albania,F1,7,2023-08_dos_iv_fsc_pob_visa_class.xlsx,16
2023,8,FSC,Albania,F3,13,2023-08_dos_iv_fsc_pob_visa_class.xlsx,17
2023,8,FSC,Albania,F4,12,2023-08_dos_iv_fsc_pob_visa_class.xlsx,18
2023,8,FSC,Albania,IR1,5,2023-08_dos_iv_fsc_pob_visa_class.xlsx,19
2023,8,FSC,Albania,IR2,2,2023-08_dos_iv_fsc_pob_visa_class.xlsx,20
2023,8,FSC,Albania,IR5,44,2023-08_dos_iv_fsc_pob_visa_class.xlsx,21
2023,8,FSC,Algeria,CR1,26,2023-08_dos_iv_fsc_pob_visa_class.xlsx,22
2023,8,FSC,Algeria,CR2,3,2023-08_dos_iv_fsc_pob_visa_class.xlsx,23
2023,8,FSC,Algeria,DV,356,2023-08_dos_iv_fsc_pob_visa_class.xlsx,24
2023,8,FSC,Algeria,IR1,17,2023-08_dos_iv_fsc_pob_visa_class.xlsx,25
2023,8,FSC,Algeria,IR2,3,2023-08_dos_iv_fsc_pob_visa_class.xlsx,26
2023,8,FSC,Algeria,IR5,39,2023-08_dos_iv_fsc_pob_visa_class.xlsx,27
2023,8,FSC,Algeria,SB1,1,2023-08_dos_iv_fsc_pob_visa_class.xlsx,28
2023,8,FSC,Angola,DV,139,2023-08_dos_iv_fsc_pob_visa_class.xlsx,29
2023,8,FSC,Angola,IR5,1,2023-08_dos_iv_fsc_pob_visa_class.xlsx,30
2023,8,FSC,Anguilla,IR5,1,2023-08_dos_iv_fsc_pob_visa_class.xlsx,31
2023,8,FSC,Antigua and Barbuda,F1,1,2023-08_dos_iv_fsc_pob_visa_class.xlsx,32
2023,8,FSC,Antigua and Barbuda,F2B,1,2023-08_dos_iv_fsc_pob_visa_class.xlsx,33
2023,8,FSC,Antigua and Barbuda,F4,2,2023-08_dos_iv_fsc_pob_visa_class.xlsx,34
2023,8,FSC,Antigua and Barbuda,IR2,4,2023-08_dos_iv_fsc_pob_visa_class.xlsx,35
2023,8,FSC,Antigua and Barbuda,IR5,1,2023-08_dos_iv_fsc_pob_visa_class.xlsx,36
2023,8,FSC,Argentina,CR1,3,2023-08_dos_iv_fsc_pob_visa_class.xlsx,37
2023,8,FSC,Argentina,DV,1,2023-08_dos_iv_fsc_pob_visa_class.xlsx,38
2023,8,FSC,Argentina,E1,1,2023-08_dos_iv_fsc_pob_visa_class.xlsx,39
2023,8,FSC,Argentina,E2,3,2023-08_dos_iv_fsc_pob_visa_class.xlsx,40
2023,8,FSC,Argentina,F1,1,2023-08_dos_iv_fsc_pob_visa_class.xlsx,41
2023,8,FSC,Argentina,FX,1,2023-08_dos_iv_fsc_pob_visa_class.xlsx,42
2023,8,FSC,Argentina,IR1,18,2023-08_dos_iv_fsc_pob_visa_class.xlsx,43
2023,8,FSC,Argentina,IR2,13,2023-08_dos_iv_fsc_pob_visa_class.xlsx,44
2023,8,FSC,Argentina,IR5,16,2023-08_dos_iv_fsc_pob_visa_class.xlsx,45
2023,8,FSC,Argentina,IW,1,2023-08_dos_iv_fsc_pob_visa_class.xlsx,46
2023,8,FSC,Armenia,CR1,4,2023-08_dos_iv_fsc_pob_visa_class.xlsx,47
2023,8,FSC,Armenia,DV,413,2023-08_dos_iv_fsc_pob_visa_class.xlsx,48
2023,8,FSC,Armenia,E2,2,2023-08_dos_iv_fsc_pob_visa_class.xlsx,49
2023,8,FSC,Armenia,F1,22,2023-08_dos_iv_fsc_pob_visa_class.xlsx,50
2023,8,FSC,Armenia,F2A,4,2023-08_dos_iv_fsc_pob_visa_class.xlsx,51
2023,8,FSC,Armenia,F3,1,2023-08_dos_iv_fsc_pob_visa_class.xlsx,52
2023,8,FSC,Armenia,F4,8,2023-08_dos_iv_fsc_pob_visa_class.xlsx,53
2023,8,FSC,Armenia,IR1,9,2023-08_dos_iv_fsc_pob_visa_class.xlsx,54
2023,8,FSC,Armenia,IR2,1,2023-08_dos_iv_fsc_pob_visa_class.xlsx,55
2023,8,FSC,Armenia,IR5,51,2023-08_dos_iv_fsc_pob_visa_class.xlsx,56
2023,8,FSC,Australia,CR1,4,2023-08_dos_iv_fsc_pob_visa_class.xlsx,57
2023,8,FSC,Australia,DV,13,2023-08_dos_iv_fsc_pob_visa_class.xlsx,58
2023,8,FSC,Australia,EW,1,2023-08_dos_iv_fsc_pob_visa_class.xlsx,59
2023,8,FSC,Australia,F3,3,2023-08_dos_iv_fsc_pob_visa_class.xlsx,60
2023,8,FSC,Australia,F4,2,2023-08_dos_iv_fsc_pob_visa_class.xlsx,61
2023,8,FSC,Australia,IR1,23,2023-08_dos_iv_fsc_pob_visa_class.xlsx,62
2023,8,FSC,Australia,IR2,4,2023-08_dos_iv_fsc_pob_visa_class.xlsx,63
2023,8,FSC,Australia,IR5,1,2023-08_dos_iv_fsc_pob_visa_class.xlsx,64
2023,8,FSC,Australia,SB1,1,2023-08_dos_iv_fsc_pob_visa_class.xlsx,65
2023,8,FSC,Austria,CR1,3,2023-08_dos_iv_fsc_pob_visa_class.xlsx,66
2023,8,FSC,Austria,DV,1,2023-08_dos_iv_fsc_pob_visa_class.xlsx,67
2023,8,FSC,Austria,IR1,4,2023-08_dos_iv_fsc_pob_visa_class.xlsx,68
2023,8,FSC,Austria,IR5,1,2023-08_dos_iv_fsc_pob_visa_class.xlsx,69
2023,8,FSC,Azerbaijan,CR1,1,2023-08_dos_iv_fsc_pob_visa_class.xlsx,70
2023,8,FSC,Azerbaijan,DV,74,2023-08_dos_iv_fsc_pob_visa_class.xlsx,71
2023,8,FSC,Azerbaijan,F2B,1,2023-08_dos_iv_fsc_pob_visa_class.xlsx,72
2023,8,FSC,Azerbaijan,IR5,11,2023-08_dos_iv_fsc_pob_visa_class.xlsx,73
